,COUNTRYCODE,COUNTRY,GOV_MAX_SI_DAYS_FROM_T0,CLASS_COARSE,POPULATION,EPI_CONFIRMED,EPI_CONFIRMED_PER_10K,EPI_DEAD,EPI_DEAD_PER_10K,T0_POP,T0_1_DEAD,T0_5_DEAD,T0_10_DEAD,EPI_DURATION_FIRST_WAVE,MAX_SI,DEAD_FIRST_WAVE,DEAD_SECOND_WAVE,DEAD_PEAK_1,DEAD_PEAK_1_PER_10k,DEAD_PEAK_2,DEAD_PEAK_2_PER_10k,C1_SCHOOL_CLOSING_AT_T0,C2_WORKPLACE_CLOSING_AT_T0,C3_CANCEL_PUBLIC_EVENTS_AT_T0,C4_RESTRICTIONS_ON_GATHERINGS_AT_T0,C5_CLOSE_PUBLIC_TRANSPORT_AT_T0,C6_STAY_AT_HOME_REQUIREMENTS_AT_T0,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_AT_T0,C8_INTERNATIONAL_TRAVEL_CONTROLS_AT_T0,H2_TESTING_POLICY_AT_T0,H3_CONTACT_TRACING_AT_T0,SI_AT_T0,C1_SCHOOL_CLOSING_AT_PEAK_1,C2_WORKPLACE_CLOSING_AT_PEAK_1,C3_CANCEL_PUBLIC_EVENTS_AT_PEAK_1,C4_RESTRICTIONS_ON_GATHERINGS_AT_PEAK_1,C5_CLOSE_PUBLIC_TRANSPORT_AT_PEAK_1,C6_STAY_AT_HOME_REQUIREMENTS_AT_PEAK_1,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_AT_PEAK_1,C8_INTERNATIONAL_TRAVEL_CONTROLS_AT_PEAK_1,H2_TESTING_POLICY_AT_PEAK_1,H3_CONTACT_TRACING_AT_PEAK_1,SI_AT_PEAK_1,C1_SCHOOL_CLOSING_DAYS_TO_THRESHOLD,C2_WORKPLACE_CLOSING_DAYS_TO_THRESHOLD,C3_CANCEL_PUBLIC_EVENTS_DAYS_TO_THRESHOLD,C4_RESTRICTIONS_ON_GATHERINGS_DAYS_TO_THRESHOLD,C5_CLOSE_PUBLIC_TRANSPORT_DAYS_TO_THRESHOLD,C6_STAY_AT_HOME_REQUIREMENTS_DAYS_TO_THRESHOLD,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_DAYS_TO_THRESHOLD,C8_INTERNATIONAL_TRAVEL_CONTROLS_DAYS_TO_THRESHOLD,H2_TESTING_POLICY_DAYS_TO_THRESHOLD,H3_CONTACT_TRACING_DAYS_TO_THRESHOLD,SI_DAYS_TO_THRESHOLD,C1_SCHOOL_CLOSING_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C2_WORKPLACE_CLOSING_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C3_CANCEL_PUBLIC_EVENTS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C4_RESTRICTIONS_ON_GATHERINGS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C5_CLOSE_PUBLIC_TRANSPORT_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C6_STAY_AT_HOME_REQUIREMENTS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C8_INTERNATIONAL_TRAVEL_CONTROLS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,H2_TESTING_POLICY_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,H3_CONTACT_TRACING_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,SI_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,GOV_MAX_SI_DAYS_FROM_T0_POP,CLASS
149,PAN,Panama,,EPI_FIRST_WAVE,4246439.0,120313.0,283.3268062958163,2491.0,5.8660915651914465,2020-03-13,2020-03-11,2020-03-24,2020-03-28,195,93.52,"35459   NaN
35675   NaN
Name: dead, dtype: float64",,27.676096257309318,0.06517483533216731,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,8.33,3.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,83.33,1,9,2,,23.0,21,12,38,,171.0,23,194.0,54.0,193.0,0.0,93.0,174.0,183.0,157.0,0.0,24.0,172,38,2
150,PER,Peru,,EPI_FIRST_WAVE,32510453.0,849371.0,261.26089353476556,33305.0,10.24439739427808,2020-03-20,2020-03-20,2020-03-22,2020-03-28,219,96.3,"35676   NaN
35895   NaN
Name: dead, dtype: float64",,433.92815282266565,0.1334734255541335,,,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,94.44,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,85.19,-8,-4,-8,-5,42.0,-5,-5,-4,,81.0,-4,215.0,46.0,215.0,212.0,142.0,212.0,212.0,199.0,0.0,126.0,186,42,2
151,PHL,Philippines,,EPI_FIRST_WAVE,108116615.0,339341.0,31.386572729825104,6321.0,0.5846464948981246,2020-03-25,2020-02-02,2020-03-14,2020-03-16,253,100.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,19.44,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,79.63,37,45,42,45,42.0,42,42,49,152.0,3.0,45,217.0,72.0,212.0,153.0,91.0,140.0,134.0,107.0,20.0,251.0,110,49,2
152,PNG,Papua New Guinea,,EPI_FIRST_WAVE,8776109.0,554.0,0.6312592516797593,7.0,0.007976199930971687,2020-07-27,2020-07-29,2020-08-29,,85,83.8,,,,,,,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,45.37,3.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,55.56,-128,9,-127,-104,-127.0,-112,-127,-130,,-180.0,-111,10.0,5.0,30.0,0.0,5.0,8.0,10.0,0.0,0.0,57.0,5,-104,2
153,POL,Poland,,EPI_FIRST_WAVE,37970874.0,125816.0,33.13487069062461,3004.0,0.7911326981833496,2020-03-18,2020-03-13,2020-03-18,2020-03-25,,83.33,,,,,,,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,41.67,,,,,,,,,,,,-1,,-3,18,,18,18,2,,81.0,18,,,,,,,,,,,,27,1
154,PRI,Puerto Rico,,EPI_SECOND_WAVE,3193694.0,53671.0,168.05304453087865,730.0,2.285754364694927,2020-03-28,2020-03-28,2020-03-30,2020-04-02,161,93.52,"36612   NaN
36810   NaN
Name: dead, dtype: float64",,8.6687861505475,0.027143446274275184,,,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,93.52,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,67.59,-12,-13,-15,-13,-13.0,-13,-16,,,10.0,-13,162.0,39.0,162.0,80.0,162.0,131.0,80.0,0.0,0.0,152.0,80,-12,4
155,PRT,Portugal,,EPI_SECOND_WAVE,10269417.0,86664.0,84.39037970704666,2080.0,2.0254314339363177,2020-03-12,2020-03-18,2020-03-21,2020-03-22,156,87.96,"36811   NaN
36966   NaN
Name: dead, dtype: float64",,30.78695579575384,0.029979263473042177,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,37.96,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,0.0,82.41,-2,1,1,1,,1,22,,23.0,-52.0,1,63.0,46.0,141.0,131.0,0.0,89.0,41.0,0.0,119.0,22.0,46,22,3
156,PRY,Paraguay,,EPI_FIRST_WAVE,7044636.0,49675.0,70.51464404974224,1077.0,1.5288227809073456,2020-03-25,2020-03-21,2020-04-06,2020-05-01,,94.44,,,,,,,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,85.19,,,,,,,,,,,,-11,-8,-11,0,0.0,-4,-5,3,,-14.0,0,,,,,,,,,,,,19,1
157,PSE,Palestina,,EPI_FIRST_WAVE,4685306.0,55556.0,118.57496607478785,445.0,0.9497778800360105,2020-03-11,2020-03-27,2020-05-24,2020-07-02,199,96.3,,,,,,,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,96.3,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,83.33,-21,-5,-22,-5,-5.0,-5,-22,-22,,,-5,200.0,85.0,200.0,60.0,200.0,200.0,200.0,199.0,0.0,0.0,194,-5,2
158,PYF,French Polynesia,,,279287.0,2692.0,96.38830307175057,10.0,0.3580546176513765,2020-03-19,2020-09-12,2020-09-23,2020-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
159,QAT,Qatar,,EPI_FIRST_WAVE,2832067.0,127985.0,451.91374356609504,220.0,0.7768177800878299,2020-03-09,2020-03-29,2020-04-08,2020-04-23,239,86.11,"37752   NaN
37957   NaN
Name: dead, dtype: float64",,2.8257731105944903,0.009977776340017699,,,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,86.11,3.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,83.33,-19,,-7,-7,-14.0,,-12,-11,45.0,-21.0,-7,175.0,0.0,205.0,128.0,170.0,0.0,36.0,89.0,153.0,219.0,128,-1,2
160,ROU,Romania,,EPI_FIRST_WAVE,19356544.0,155283.0,80.22248186453119,5411.0,2.7954370366941537,2020-03-15,2020-03-23,2020-03-24,2020-03-25,,87.04,,,,,,,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,75.0,,,,,,,,,,,,-12,,-15,-1,8.0,2,7,-2,,,7,,,,,,,,,,,,8,1
161,RUS,Russia,,EPI_SECOND_WAVE,144373535.0,1298718.0,89.95540630074619,22597.0,1.5651760552929594,2020-03-27,2020-03-27,2020-03-29,2020-03-31,163,87.04,"38335   NaN
38495   NaN
Name: dead, dtype: float64",,166.9952398823771,0.011566887233340728,,,3.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,69.91,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,78.24,-6,3,-17,3,,-22,-22,3,10.0,-22.0,3,94.0,43.0,164.0,150.0,0.0,158.0,158.0,107.0,143.0,164.0,43,3,3
162,RWA,Rwanda,,EPI_FIRST_WAVE,12626950.0,4896.0,3.877420913205485,31.0,0.024550663461881134,2020-03-30,2020-05-31,2020-07-19,2020-08-19,211,90.74,,,,,,,3.0,2.0,2.0,3.0,0.0,1.0,1.0,4.0,3.0,2.0,69.44,3.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,70.37,-76,-71,-84,,-71.0,-71,-71,-71,-71.0,-84.0,-71,211.0,44.0,212.0,0.0,83.0,155.0,155.0,158.0,206.0,212.0,44,-71,2
163,SAU,Saudi Arabia,,EPI_FIRST_WAVE,34268528.0,339267.0,99.00250165399576,5043.0,1.4716126703779047,2020-03-20,2020-03-25,2020-03-30,2020-04-01,223,94.44,"38762   NaN
38979   NaN
Name: dead, dtype: float64",,46.97893173054281,0.013709060316376242,,,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,89.81,3.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,71.3,-16,,-12,32,-4.0,-2,-17,-10,63.0,-53.0,-2,218.0,0.0,214.0,43.0,92.0,69.0,105.0,169.0,139.0,224.0,69,32,2
164,SDN,Sudan,,EPI_FIRST_WAVE,42813238.0,13670.0,3.192937661010363,836.0,0.1952667069937574,2020-04-27,2020-03-15,2020-04-15,2020-04-19,211,91.67,"38981   NaN
39185   NaN
Name: dead, dtype: float64",,14.26308981464031,0.0033314672005514533,,,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,45.37,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,87.04,-1,34,-1,,11.0,34,29,1,,,34,212.0,81.0,212.0,0.0,117.0,92.0,141.0,119.0,0.0,0.0,81,75,2
165,SEN,Senegal,,EPI_FIRST_WAVE,16296364.0,15268.0,9.368961076225347,314.0,0.192681017679772,2020-03-25,2020-04-02,2020-04-21,2020-05-05,223,77.78,"39200   NaN
39416   NaN
Name: dead, dtype: float64",,3.2969434456807076,0.0020231159819949452,,,3.0,0.0,2.0,4.0,0.0,3.0,2.0,4.0,1.0,2.0,77.78,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,32.41,-17,,-19,-10,,-8,-10,-13,106.0,-27.0,,101.0,0.0,125.0,49.0,0.0,97.0,76.0,119.0,21.0,221.0,0,-8,2
166,SGP,Singapore,,EPI_FIRST_WAVE,5703569.0,57876.0,101.47330557410632,27.0,0.047338780332104334,2020-02-07,2020-03-22,2020-04-03,2020-04-15,279,85.19,,,,,,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,36.11,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,85.19,17,16,-9,17,,17,17,,,-62.0,17,55.0,35.0,214.0,188.0,0.0,72.0,72.0,0.0,0.0,267.0,51,23,2
167,SLE,Sierra Leone,,EPI_FIRST_WAVE,7813215.0,2306.0,2.9514098869671446,72.0,0.09215156628865326,2020-04-21,2020-04-24,2020-05-01,2020-05-06,150,94.44,,,,,,,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,84.26,3.0,0.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,73.15,-24,-19,-33,-19,,-19,-19,-27,,-24.0,-19,91.0,6.0,103.0,6.0,0.0,24.0,64.0,112.0,0.0,151.0,21,9,2
168,SLV,El Salvador,,EPI_FIRST_WAVE,6453553.0,30196.0,46.78972962645538,894.0,1.385283424495003,2020-04-02,2020-04-01,2020-04-09,2020-05-01,175,100.0,"39899   NaN
40086   NaN
Name: dead, dtype: float64",,10.543180935372535,0.016337017663560733,,,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,0.0,88.89,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,89.81,-21,-11,-11,20,36.0,-11,-14,-20,23.0,,-11,176.0,73.0,174.0,70.0,109.0,174.0,176.0,176.0,140.0,0.0,174,36,2
169,SMR,San Marino,,EPI_FIRST_WAVE,33860.0,752.0,222.0909627879504,42.0,12.404016538688719,2020-02-28,2020-03-02,2020-03-13,2020-03-18,152,92.59,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,33.33,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,92.59,-2,,6,6,13.0,39,46,-1,80.0,-4.0,18,138.0,0.0,99.0,99.0,50.0,23.0,16.0,63.0,56.0,140.0,44,46,2
170,SOM,Somalia,,EPI_SECOND_WAVE,15442905.0,3864.0,2.502119905548859,99.0,0.0641071093812984,2020-04-16,2020-04-10,2020-04-16,2020-04-23,138,60.19,,,,,,,3.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,52.78,3.0,1.0,2.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,60.19,-20,,-22,,,154,142,-23,,,,139.0,0.0,97.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0,1,3
171,SRB,Serbia,,EPI_SECOND_WAVE,6944975.0,34787.0,50.08945316577813,763.0,1.0986360642046948,2020-03-14,2020-03-21,2020-03-28,2020-03-29,85,100.0,"40604   NaN
40700   NaN
Name: dead, dtype: float64","40700   NaN
40808   NaN
Name: dead, dtype: float64",5.444157760537415,0.007838988276469555,10.95853516366408,0.0157790851135736,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,100.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,100.0,-5,0,-6,-6,0.0,-6,-3,-5,62.0,-15.0,-3,62.0,31.0,78.0,63.0,57.0,63.0,60.0,62.0,10.0,86.0,60,0,4
172,SSD,South Sudan,,EPI_FIRST_WAVE,11062113.0,2777.0,2.510370306287777,55.0,0.04971925345546552,2020-05-07,2020-05-15,2020-05-20,2020-05-30,133,86.11,,,,,,,3.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,73.15,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,85.19,-56,-48,-60,,14.0,-27,-33,-52,,-8.0,-33,134.0,25.0,134.0,0.0,88.0,100.0,86.0,98.0,0.0,110.0,107,-27,2
173,STP,São Tomé and Príncipe,,EPI_SECOND_WAVE,215056.0,929.0,43.1980507402723,15.0,0.6974927460754408,2020-04-09,2020-05-01,2020-05-09,2020-05-26,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
174,SUR,Suriname,,EPI_FIRST_WAVE,581372.0,5051.0,86.8806891284754,107.0,1.8404739134323636,2020-03-22,2020-04-04,2020-06-16,2020-06-25,180,100.0,,,,,,,3.0,0.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,1.0,71.3,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,85.19,-19,61,-22,-7,2.0,-7,-19,-21,,,2,180.0,21.0,166.0,160.0,162.0,164.0,150.0,162.0,0.0,0.0,122,160,2
175,SVK,Slovakia,,EPI_FIRST_WAVE,5454073.0,19851.0,36.39665255672229,61.0,0.11184302080298522,2020-03-14,2020-04-07,2020-04-16,2020-04-19,,87.04,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,75.0,,,,,,,,,,,,-28,,-28,1,,1,1,-25,150.0,-97.0,1,,,,,,,,,,,,1,1
176,SVN,Slovenia,,EPI_FIRST_WAVE,2087946.0,8665.0,41.500115424441056,142.0,0.6800942169960335,2020-03-08,2020-03-18,2020-03-27,2020-03-30,,89.81,"41633   NaN
41756   NaN
Name: dead, dtype: float64",,3.088352729584961,0.01479134388334258,,,3.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,50.93,,,,,,,,,,,,-2,2,1,1,-2.0,,12,,,-14.0,12,,,,,,,,,,,,12,1
177,SWE,Sweden,,EPI_FIRST_WAVE,10285453.0,98451.0,95.71868152039585,5894.0,5.73042334644862,2020-03-05,2020-03-12,2020-03-12,2020-03-16,196,46.3,"41921   NaN
42141   NaN
Name: dead, dtype: float64",,92.06604053684148,0.08951092434804912,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,16.67,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,38.89,,,,,,,,,,-41.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0,23,2
178,SWZ,Swaziland,,EPI_FIRST_WAVE,1148130.0,5669.0,49.375941748756674,113.0,0.9842091052406957,2020-03-27,2020-04-18,2020-06-21,2020-06-29,211,89.81,,,,,,,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,84.26,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,80.56,-32,,-32,,-22.0,-22,-22,-22,,-36.0,-22,113.0,0.0,210.0,0.0,20.0,144.0,144.0,189.0,0.0,39.0,144,-15,2
179,SXM,Sint Maarten,,EPI_FIRST_WAVE,40733.0,710.0,174.30584538335012,22.0,5.401026194977046,2020-03-03,2020-04-02,2020-04-08,2020-04-20,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
180,SYC,Seychelles,,EPI_FIRST_WAVE,97625.0,148.0,15.160051216389245,0.0,0.0,2020-03-15,,,,121,93.52,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,19.44,,,,,,,,,,,,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,122.0,0,,2
181,SYR,Syria,,EPI_FIRST_WAVE,17070135.0,4673.0,2.7375296094612023,221.0,0.1294658771005619,2020-05-25,2020-03-30,2020-06-02,2020-07-04,178,86.11,,,,,,,3.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,80.56,2.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,57.41,-16,-8,-8,,-7.0,18,-5,,,,-5,147.0,24.0,179.0,0.0,56.0,38.0,57.0,0.0,0.0,0.0,56,18,2
182,TCA,Turks and Caicos Islands,,EPI_FIRST_WAVE,38191.0,695.0,181.98004765520673,6.0,1.5710507711240869,2020-03-25,2020-04-06,2020-09-05,,189,79.63,,,,,,,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,2.0,79.63,3.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,3.0,2.0,62.96,-17,-11,-11,-11,,-11,-11,-13,12.0,-14.0,,190.0,28.0,190.0,109.0,0.0,153.0,153.0,46.0,178.0,190.0,0,-11,2
183,TCD,Chad,,EPI_SECOND_WAVE,15946876.0,1304.0,0.8177150182894757,92.0,0.057691550370116376,2020-05-03,2020-04-29,2020-05-01,2020-05-03,97,88.89,"43218   NaN
43300   NaN
Name: dead, dtype: float64",,2.6762099906312438,0.0016782032986468597,,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,88.89,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,87.04,-16,-16,-16,142,-16.0,-27,-16,-16,,84.0,-16,73.0,35.0,74.0,0.0,35.0,85.0,73.0,74.0,0.0,0.0,35,-16,3
184,TGO,Togo,,EPI_SECOND_WAVE,8082366.0,1940.0,2.400287242621777,49.0,0.0606258117981789,2020-04-05,2020-03-28,2020-04-17,2020-05-09,100,73.15,,,,,,,3.0,2.0,2.0,2.0,0.0,1.0,2.0,4.0,1.0,0.0,69.44,3.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,73.15,-8,,-12,,,5,-7,-8,,59.0,,80.0,0.0,92.0,0.0,0.0,68.0,80.0,88.0,0.0,21.0,0,5,3
185,THA,Thailand,,EPI_FIRST_WAVE,69625582.0,3641.0,0.522939973413795,59.0,0.008473896850154875,2020-03-21,2020-03-01,2020-03-27,2020-03-31,115,76.85,"43684   NaN
43909   NaN
Name: dead, dtype: float64",,2.068109856898072,0.00029703304410411564,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,4.0,1.0,1.0,68.06,17,33,9,,,,25,24,,44.0,,89.0,30.0,88.0,0.0,0.0,0.0,88.0,89.0,0.0,69.0,0,33,2
186,TJK,Tajikistan,,EPI_FIRST_WAVE,9321018.0,10222.0,10.96661330339669,79.0,0.08475469095757567,2020-05-04,2020-05-04,2020-05-06,2020-05-08,120,73.15,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,48.15,2.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,51.85,,,-16,,30.0,5,42,-24,,,,0.0,0.0,121.0,0.0,86.0,3.0,31.0,61.0,0.0,0.0,0,47,2
187,TLS,Timor-Leste,,,1293119.0,28.0,0.21653072919043026,0.0,0.0,2020-04-17,,,,,77.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
188,TTO,Trinidad and Tobago,,EPI_FIRST_WAVE,1394973.0,5101.0,36.567015992424224,90.0,0.645173777556985,2020-03-18,2020-03-26,2020-04-02,2020-08-16,200,90.74,,,,,,,3.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,60.19,3.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,80.56,-12,4,-5,5,,4,32,-3,,-13.0,32,201.0,52.0,201.0,140.0,0.0,70.0,100.0,201.0,0.0,201.0,93,32,2
189,TUN,Tunisia,,EPI_FIRST_WAVE,11694719.0,31259.0,26.729158691200702,456.0,0.38991958678100774,2020-03-22,2020-03-21,2020-03-26,2020-04-02,,90.74,,,,,,,3.0,1.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,1.0,77.78,,,,,,,,,,,,-8,1,-8,-1,,-1,-1,-5,,47.0,1,,,,,,,,,,,,1,1
190,TUR,Turkey,,EPI_FIRST_WAVE,83429615.0,335533.0,40.217493512345705,8837.0,1.0592162027836278,2020-03-21,2020-03-19,2020-03-21,2020-03-22,133,77.78,"44718   NaN
44864   NaN
Name: dead, dtype: float64",,112.8217803526412,0.013522989450765318,,,3.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,58.33,3.0,2.0,2.0,0.0,1.0,2.0,2.0,4.0,2.0,1.0,75.93,-3,,-3,,,2,9,8,,31.0,,130.0,0.0,128.0,0.0,0.0,125.0,65.0,66.0,0.0,96.0,0,23,2
191,TWN,Taiwan,,EPI_FIRST_WAVE,,527.0,,7.0,,,2020-02-17,2020-03-30,,144,30.56,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,30.56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,27.78,-15,,,,,,,31,96.0,-27.0,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,124.0,0,-15,2
192,TZA,Tanzania,,EPI_FIRST_WAVE,58005463.0,509.0,0.08775035551392805,21.0,0.003620348655780922,2020-04-25,2020-03-29,2020-04-18,2020-04-23,60,50.0,,,,,,,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,47.22,3.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,50.0,-11,,-12,,,,,14,,,,61.0,0.0,61.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0,14,2
193,UGA,Uganda,,EPI_FIRST_WAVE,44269594.0,9801.0,2.2139349188519777,93.0,0.021007646919011726,2020-05-17,2020-07-25,2020-08-04,2020-08-14,179,93.52,,,,,,,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,79.63,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,78.7,-127,-122,-129,-117,-122.0,-117,-117,-33,,16.0,-117,180.0,20.0,180.0,180.0,102.0,155.0,172.0,18.0,0.0,51.0,125,-117,2
194,UKR,Ukraine,,EPI_FIRST_WAVE,44385155.0,261034.0,58.81110474887381,4972.0,1.1201943532696912,2020-03-29,2020-03-19,2020-03-27,2020-03-31,,88.89,,,,,,,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,88.89,,,,,,,,,,,,-7,,-7,-2,-1.0,,-7,-3,182.0,49.0,-1,,,,,,,,,,,,-1,1
195,URY,Uruguay,,,3461734.0,2294.0,6.626736774113782,50.0,0.144436285399167,2020-03-17,2020-03-30,2020-04-05,2020-04-20,,72.22,,,,,,,3.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,62.96,,,,,,,,,,,,-16,,-17,,,3,2,-6,87.0,,,,,,,,,,,,,,3,0
196,USA,United States,,EPI_FIRST_WAVE,328239523.0,7762544.0,236.49022911844776,214771.0,6.543118209442438,2020-03-13,2020-03-01,2020-03-03,2020-03-05,192,77.78,"46131   NaN
46257   NaN
Name: dead, dtype: float64",,2286.13169662827,0.06964827622626878,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,11.11,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,61.11,18,,18,26,41.0,,,,,143.0,,158.0,0.0,69.0,49.0,152.0,0.0,0.0,0.0,0.0,50.0,0,41,2
